"caseID","timeStamp","userID","targetApp","eventType","url","content","target.workbookName","target.sheetName","target.id","target.class","target.tagName","target.type","target.name","target.value","target.innerText","target.checked","target.href","target.option","target.title","target.innerHTML"
"36","2019-10-21T00:56:40.786Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","kvalda@gmail.com","","","","","",""
"36","2019-10-21T00:57:19.294Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"46","2019-10-21T01:09:01.361Z","vleno","Excel","copyCell","","msvendsen@gmail.com","StudentRecords.xlsx","Sheet1","E47","","","","","msvendsen@gmail.com","","","","","",""
"46","2019-10-21T01:09:03.778Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","msvendsen@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"46","2019-10-21T01:09:04.058Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","msvendsen@gmail.com","","","","","",""
"46","2019-10-21T01:09:35.392Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"17","2019-10-21T00:31:49.471Z","vleno","Excel","copyCell","","jbrown@gmail.com","StudentRecords.xlsx","Sheet1","E18","","","","","jbrown@gmail.com","","","","","",""
"17","2019-10-21T00:31:51.153Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","jbrown@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"17","2019-10-21T00:31:51.466Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","jbrown@gmail.com","","","","","",""
"17","2019-10-21T00:32:23.240Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"27","2019-10-21T00:44:22.242Z","vleno","Excel","copyCell","","kuchiyama@gmail.com","StudentRecords.xlsx","Sheet1","E28","","","","","kuchiyama@gmail.com","","","","","",""
"27","2019-10-21T00:44:24.387Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","kuchiyama@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"27","2019-10-21T00:44:24.665Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","kuchiyama@gmail.com","","","","","",""
"27","2019-10-21T00:45:16.210Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"37","2019-10-21T00:57:53.335Z","vleno","Excel","copyCell","","sveenman@gmail.com","StudentRecords.xlsx","Sheet1","E38","","","","","sveenman@gmail.com","","","","","",""
"37","2019-10-21T00:57:55.025Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","sveenman@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"37","2019-10-21T00:57:55.297Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","sveenman@gmail.com","","","","","",""
"37","2019-10-21T00:58:29.353Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"47","2019-10-21T01:10:10.171Z","vleno","Excel","copyCell","","ppinneau@gmail.com","StudentRecords.xlsx","Sheet1","E48","","","","","ppinneau@gmail.com","","","","","",""
"47","2019-10-21T01:10:11.705Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","ppinneau@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"47","2019-10-21T01:10:11.962Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","ppinneau@gmail.com","","","","","",""
"47","2019-10-21T01:10:42.989Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"18","2019-10-21T00:33:04.925Z","vleno","Excel","copyCell","","cesposito@gmail.com","StudentRecords.xlsx","Sheet1","E19","","","","","cesposito@gmail.com","","","","","",""
"18","2019-10-21T00:33:06.993Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","cesposito@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"18","2019-10-21T00:33:07.386Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","cesposito@gmail.com","","","","","",""
"18","2019-10-21T00:33:41.136Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"28","2019-10-21T00:45:50.341Z","vleno","Excel","copyCell","","aivanovic@gmail.com","StudentRecords.xlsx","Sheet1","E29","","","","","aivanovic@gmail.com","","","","","",""
"28","2019-10-21T00:45:52.537Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","aivanovic@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"28","2019-10-21T00:45:52.834Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","aivanovic@gmail.com","","","","","",""
"28","2019-10-21T00:46:26.886Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"38","2019-10-21T00:59:00.111Z","vleno","Excel","copyCell","","abradshaw@gmail.com","StudentRecords.xlsx","Sheet1","E39","","","","","abradshaw@gmail.com","","","","","",""
"38","2019-10-21T00:59:01.556Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","abradshaw@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"38","2019-10-21T00:59:01.802Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","abradshaw@gmail.com","","","","","",""
"38","2019-10-21T00:59:36.390Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"48","2019-10-21T01:11:16.597Z","vleno","Excel","copyCell","","amilanesi@gmail.com","StudentRecords.xlsx","Sheet1","E49","","","","","amilanesi@gmail.com","","","","","",""
"48","2019-10-21T01:11:18.857Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","amilanesi@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"48","2019-10-21T01:11:19.177Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","amilanesi@gmail.com","","","","","",""
"48","2019-10-21T01:11:52.221Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"19","2019-10-21T00:34:13.125Z","vleno","Excel","copyCell","","awilson@gmail.com","StudentRecords.xlsx","Sheet1","E20","","","","","awilson@gmail.com","","","","","",""
"19","2019-10-21T00:34:15.312Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","awilson@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"19","2019-10-21T00:34:15.601Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","awilson@gmail.com","","","","","",""
"19","2019-10-21T00:34:55.684Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"29","2019-10-21T00:47:03.949Z","vleno","Excel","copyCell","","zkung@gmail.com","StudentRecords.xlsx","Sheet1","E30","","","","","zkung@gmail.com","","","","","",""
"29","2019-10-21T00:47:05.785Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","zkung@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"29","2019-10-21T00:47:06.090Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","zkung@gmail.com","","","","","",""
"29","2019-10-21T00:47:44.825Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"39","2019-10-21T01:00:10.848Z","vleno","Excel","copyCell","","bstanley@gmail.com","StudentRecords.xlsx","Sheet1","E40","","","","","bstanley@gmail.com","","","","","",""
"39","2019-10-21T01:00:12.665Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","bstanley@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"39","2019-10-21T01:00:12.929Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","bstanley@gmail.com","","","","","",""
"39","2019-10-21T01:00:46.864Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
"49","2019-10-21T01:12:25.572Z","vleno","Excel","copyCell","","lbianchi@gmail.com","StudentRecords.xlsx","Sheet1","E50","","","","","lbianchi@gmail.com","","","","","",""
"49","2019-10-21T01:12:27.241Z","vleno","Chrome","paste","https://forms.zoho.com/universityofmelbourne/form/NewRecord","lbianchi@gmail.com","","","","","INPUT","text","Email","","","","","","",""
"49","2019-10-21T01:12:27.497Z","vleno","Chrome","editField","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","INPUT","text","Email","lbianchi@gmail.com","","","","","",""
"49","2019-10-21T01:13:01.465Z","vleno","Chrome","clickButton","https://forms.zoho.com/universityofmelbourne/form/NewRecord","","","","","","BUTTON","submit","","submit","Submit","","","","","\n<em>Submit</em>\n"
