timeStamp;userID;targetApp;eventType;url;content;target.workbookName;target.sheetName;target.id;target.class;target.tagName;target.type;target.name;target.value;target.innerText;target.checked;target.href;target.option
2019-03-20T04:52:03.593Z;vleno;Chrome;paste;;ihonchar@gmail.com;;;;NA;INPUT;text;Email;;;;;NA
2019-03-20T04:52:03.684Z;;OS-Clipboard;copy;;ihonchar@gmail.com;;;;NA;;;;;;;;NA
2019-03-20T04:52:03.945Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Email;ihonchar@gmail.com;;;;NA
2019-03-20T04:52:06.951Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;F11;NA;;;;12 Hotham St, South Melbourne, VIC 3205, Melbourne, Australia;;;;NA
2019-03-20T04:52:10.156Z;;OS-Clipboard;copy;;12 Hotham St, South Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:52:12.001Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:52:12.177Z;vleno;Chrome;paste;;12 Hotham St, South Melbourne;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:52:12.617Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_AddressLine1;12 Hotham St, South Melbourne;;;;NA
2019-03-20T04:52:15.982Z;;OS-Clipboard;copy;;Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:52:17.584Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:52:17.818Z;vleno;Chrome;paste;;Melbourne;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:52:18.161Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_City;Melbourne;;;;NA
2019-03-20T04:52:22.124Z;;OS-Clipboard;copy;;VIC;;;;NA;;;;;;;;NA
2019-03-20T04:52:23.720Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:52:23.915Z;vleno;Chrome;paste;;VIC;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:52:24.281Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_Region;VIC;;;;NA
2019-03-20T04:52:27.586Z;;OS-Clipboard;copy;;3205;;;;NA;;;;;;;;NA
2019-03-20T04:52:28.985Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:52:29.229Z;vleno;Chrome;paste;;3205;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:52:29.593Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_ZipCode;3205;;;;NA
2019-03-20T04:52:32.602Z;;OS-Clipboard;copy;;Australia;;;;NA;;;;;;;;NA
2019-03-20T04:52:38.913Z;vleno;Chrome;editField;;;;;Address_Country;NA;SELECT;select-one;Address_Country;Australia;;;;NA
2019-03-20T04:52:40.321Z;vleno;Chrome;mouseClick;;;;;DecisionBox;NA;INPUT;checkbox;DecisionBox;on;;true;;NA
2019-03-20T04:52:40.323Z;vleno;Chrome;editField;;;;;DecisionBox;NA;INPUT;checkbox;DecisionBox;on;;true;;NA
2019-03-20T04:52:42.104Z;vleno;Chrome;mouseClick;;;;;;NA;BUTTON;submit;;submit;Submit;;;NA
2019-03-20T04:52:43.216Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM/thankyou;;;;;NA;;;;;;;;NA
2019-03-20T04:52:45.667Z;vleno;Chrome;mouseClick;;;;;;NA;B;;;;Add another response;;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;NA
2019-03-20T04:52:46.019Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;;;;;NA;;;;;;;;NA
2019-03-20T04:52:49.564Z;vleno;Excel;editCell;;;StudentRecords.xlsx;Sheet2;F11;NA;;;;12 Hotham St, South Melbourne, VIC 3205, Melbourne, Australia;;;;NA
2019-03-20T04:52:49.564Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;A12;NA;;;;Oliver Dunkan;;;;NA
2019-03-20T04:52:50.289Z;;OS-Clipboard;copy;;Oliver Dunkan;;;;NA;;;;;;;;NA
2019-03-20T04:52:51.865Z;vleno;Chrome;paste;;Oliver Dunkan;;;;NA;INPUT;text;Name_First;;;;;NA
2019-03-20T04:52:53.851Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_First;Oliver;;;;NA
2019-03-20T04:52:53.907Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:52:54.297Z;vleno;Chrome;paste;;Oliver Dunkan;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:52:57.018Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_Last;Dunkan;;;;NA
2019-03-20T04:52:59.163Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;B12;NA;;;;04/08/1994;;;;NA
2019-03-20T04:53:00.297Z;;OS-Clipboard;copy;;04/08/1994;;;;NA;;;;;;;;NA
2019-03-20T04:53:01.758Z;vleno;Chrome;mouseClick;;;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:53:01.985Z;vleno;Chrome;paste;;04/08/1994;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:53:05.655Z;vleno;Chrome;editField;;;;;Date-date;NA;INPUT;text;date;04-08-1994;;;;NA
2019-03-20T04:53:08.817Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;E12;NA;;;;Ireland;;;;NA
2019-03-20T04:53:08.888Z;;OS-Clipboard;copy;;Ireland;;;;NA;;;;;;;;NA
2019-03-20T04:53:10.353Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:53:10.626Z;vleno;Chrome;paste;;Ireland;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:53:11.001Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;SingleLine;Ireland;;;;NA
2019-03-20T04:53:14.031Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;C12;NA;;;;+61 079 149 3015;;;;NA
2019-03-20T04:53:14.306Z;;OS-Clipboard;copy;;+61 079 149 3015;;;;NA;;;;;;;;NA
2019-03-20T04:53:16.506Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;countrycode;;;;;NA
2019-03-20T04:53:16.761Z;vleno;Chrome;paste;;+61 079 149 3015;;;;NA;INPUT;text;countrycode;;;;;NA
2019-03-20T04:53:21.554Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;countrycode;079-149-3015;;;;NA
2019-03-20T04:53:24.158Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;D12;NA;;;;odunkan@gmail.com;;;;NA
2019-03-20T04:53:25.299Z;;OS-Clipboard;copy;;odunkan@gmail.com;;;;NA;;;;;;;;NA
2019-03-20T04:53:26.649Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Email;;;;;NA
2019-03-20T04:53:26.937Z;vleno;Chrome;paste;;odunkan@gmail.com;;;;NA;INPUT;text;Email;;;;;NA
2019-03-20T04:53:27.353Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Email;odunkan@gmail.com;;;;NA
2019-03-20T04:53:30.293Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;F12;NA;;;;248 Esplanade East, Port Melbourne, VIC 3207, Melbourne, Australia;;;;NA
2019-03-20T04:53:33.527Z;;OS-Clipboard;copy;;248 Esplanade East, Port Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:53:35.272Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:53:35.585Z;vleno;Chrome;paste;;248 Esplanade East, Port Melbourne;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:53:35.913Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_AddressLine1;248 Esplanade East, Port Melbourne;;;;NA
2019-03-20T04:53:39.372Z;;OS-Clipboard;copy;;Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:53:40.881Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:53:41.090Z;vleno;Chrome;paste;;Melbourne;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:53:41.873Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_City;Melbourne;;;;NA
2019-03-20T04:53:44.863Z;;OS-Clipboard;copy;;VIC;;;;NA;;;;;;;;NA
2019-03-20T04:53:47.033Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:53:47.281Z;vleno;Chrome;paste;;VIC;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:53:47.842Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_Region;VIC;;;;NA
2019-03-20T04:53:51.463Z;;OS-Clipboard;copy;;3207;;;;NA;;;;;;;;NA
2019-03-20T04:53:53.121Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:53:53.457Z;vleno;Chrome;paste;;3207;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:53:53.921Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_ZipCode;3207;;;;NA
2019-03-20T04:53:57.663Z;;OS-Clipboard;copy;;Australia;;;;NA;;;;;;;;NA
2019-03-20T04:54:00.826Z;vleno;Chrome;editField;;;;;Address_Country;NA;SELECT;select-one;Address_Country;Australia;;;;NA
2019-03-20T04:54:02.313Z;vleno;Chrome;mouseClick;;;;;DecisionBox;NA;INPUT;checkbox;DecisionBox;on;;true;;NA
2019-03-20T04:54:02.314Z;vleno;Chrome;editField;;;;;DecisionBox;NA;INPUT;checkbox;DecisionBox;on;;true;;NA
2019-03-20T04:54:03.602Z;vleno;Chrome;mouseClick;;;;;;NA;BUTTON;submit;;submit;Submit;;;NA
2019-03-20T04:54:04.758Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM/thankyou;;;;;NA;;;;;;;;NA
2019-03-20T04:54:06.548Z;vleno;Chrome;mouseClick;;;;;;NA;B;;;;Add another response;;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;NA
2019-03-20T04:54:06.886Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;;;;;NA;;;;;;;;NA
2019-03-20T04:54:10.659Z;vleno;Excel;editCell;;;StudentRecords.xlsx;Sheet2;F12;NA;;;;248 Esplanade East, Port Melbourne, VIC 3207, Melbourne, Australia;;;;NA
2019-03-20T04:54:10.659Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;A13;NA;;;;Terry Klint;;;;NA
2019-03-20T04:54:11.317Z;;OS-Clipboard;copy;;Terry Klint;;;;NA;;;;;;;;NA
2019-03-20T04:54:12.977Z;vleno;Chrome;paste;;Terry Klint;;;;NA;INPUT;text;Name_First;;;;;NA
2019-03-20T04:54:15.938Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_First;Terry;;;;NA
2019-03-20T04:54:16.033Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:54:16.225Z;vleno;Chrome;paste;;Terry Klint;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:54:18.809Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_Last;Klint;;;;NA
2019-03-20T04:54:21.946Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;B13;NA;;;;23/08/1994;;;;NA
2019-03-20T04:54:22.446Z;;OS-Clipboard;copy;;23/08/1994;;;;NA;;;;;;;;NA
2019-03-20T04:54:24.066Z;vleno;Chrome;mouseClick;;;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:54:24.321Z;vleno;Chrome;paste;;23/08/1994;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:54:28.053Z;vleno;Chrome;editField;;;;;Date-date;NA;INPUT;text;date;23-08-1994;;;;NA
2019-03-20T04:54:31.512Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;E13;NA;;;;Australia;;;;NA
2019-03-20T04:54:31.553Z;;OS-Clipboard;copy;;Australia;;;;NA;;;;;;;;NA
2019-03-20T04:54:33.273Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:54:33.521Z;vleno;Chrome;paste;;Australia;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:54:33.907Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;SingleLine;Australia;;;;NA
2019-03-20T04:54:36.849Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;C13;NA;;;;+61 035 390 4126;;;;NA
2019-03-20T04:54:36.875Z;;OS-Clipboard;copy;;+61 035 390 4126;;;;NA;;;;;;;;NA
2019-03-20T04:54:38.712Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;countrycode;;;;;NA
2019-03-20T04:54:38.968Z;vleno;Chrome;paste;;+61 035 390 4126;;;;NA;INPUT;text;countrycode;;;;;NA
2019-03-20T04:54:44.688Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;countrycode;035-390-4126;;;;NA
2019-03-20T04:54:47.689Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;D13;NA;;;;tklint@gmail.com;;;;NA
2019-03-20T04:54:48.018Z;;OS-Clipboard;copy;;tklint@gmail.com;;;;NA;;;;;;;;NA
2019-03-20T04:54:49.544Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Email;;;;;NA
2019-03-20T04:54:49.881Z;vleno;Chrome;paste;;tklint@gmail.com;;;;NA;INPUT;text;Email;;;;;NA
2019-03-20T04:54:50.280Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Email;tklint@gmail.com;;;;NA
2019-03-20T04:54:53.283Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;F13;NA;;;;16 Morris St, South Melbourne, VIC 3205, Melbourne, Australia;;;;NA
2019-03-20T04:54:57.389Z;;OS-Clipboard;copy;;16 Morris St, South Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:54:59.032Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:54:59.281Z;vleno;Chrome;paste;;16 Morris St, South Melbourne;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:54:59.624Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_AddressLine1;16 Morris St, South Melbourne;;;;NA
2019-03-20T04:55:03.072Z;;OS-Clipboard;copy;;Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:55:04.384Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:55:04.603Z;vleno;Chrome;paste;;Melbourne;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:55:05.065Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_City;Melbourne;;;;NA
2019-03-20T04:55:09.998Z;;OS-Clipboard;copy;;VIC;;;;NA;;;;;;;;NA
2019-03-20T04:55:11.521Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:55:11.722Z;vleno;Chrome;paste;;VIC;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:55:12.000Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_Region;VIC;;;;NA
2019-03-20T04:55:15.425Z;;OS-Clipboard;copy;;3205;;;;NA;;;;;;;;NA
2019-03-20T04:55:17.144Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:55:17.395Z;vleno;Chrome;paste;;3205;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:55:17.452Z;;OS-Clipboard;copy;;3205;;;;NA;;;;;;;;NA
2019-03-20T04:55:17.728Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_ZipCode;3205;;;;NA
2019-03-20T04:55:20.859Z;;OS-Clipboard;copy;;Australia;;;;NA;;;;;;;;NA
2019-03-20T04:55:23.857Z;vleno;Chrome;editField;;;;;Address_Country;NA;SELECT;select-one;Address_Country;Australia;;;;NA
2019-03-20T04:55:26.064Z;vleno;Chrome;mouseClick;;;;;;NA;BUTTON;submit;;submit;Submit;;;NA
2019-03-20T04:55:27.226Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM/thankyou;;;;;NA;;;;;;;;NA
2019-03-20T04:55:28.978Z;vleno;Chrome;mouseClick;;;;;;NA;B;;;;Add another response;;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;NA
2019-03-20T04:55:29.396Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;;;;;NA;;;;;;;;NA
2019-03-20T04:55:50.694Z;vleno;Excel;editCell;;;StudentRecords.xlsx;Sheet2;F13;NA;;;;16 Morris St, South Melbourne, VIC 3205, Melbourne, Australia;;;;NA
2019-03-20T04:55:50.695Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;A14;NA;;;;Volodymyr Leno;;;;NA
2019-03-20T04:55:51.495Z;;OS-Clipboard;copy;;Volodymyr Leno;;;;NA;;;;;;;;NA
2019-03-20T04:55:54.706Z;vleno;Chrome;paste;;Volodymyr Leno;;;;NA;INPUT;text;Name_First;;;;;NA
2019-03-20T04:55:56.835Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_First;Volodymyr;;;;NA
2019-03-20T04:55:56.891Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:55:57.185Z;vleno;Chrome;paste;;Volodymyr Leno;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:55:59.513Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_Last;Leno;;;;NA
2019-03-20T04:56:02.951Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;B14;NA;;;;17/10/1994;;;;NA
2019-03-20T04:56:03.347Z;;OS-Clipboard;copy;;17/10/1994;;;;NA;;;;;;;;NA
2019-03-20T04:56:04.773Z;vleno;Chrome;mouseClick;;;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:56:04.978Z;vleno;Chrome;paste;;17/10/1994;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:56:08.506Z;vleno;Chrome;editField;;;;;Date-date;NA;INPUT;text;date;17-10-1994;;;;NA
2019-03-20T04:56:12.009Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;E14;NA;;;;Ukraine;;;;NA
2019-03-20T04:56:12.097Z;;OS-Clipboard;copy;;Ukraine;;;;NA;;;;;;;;NA
2019-03-20T04:56:13.738Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:56:13.952Z;vleno;Chrome;paste;;Ukraine;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:56:14.505Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;SingleLine;Ukraine;;;;NA
2019-03-20T04:56:17.426Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;C14;NA;;;;+61 096 652 4777;;;;NA
2019-03-20T04:56:17.465Z;;OS-Clipboard;copy;;+61 096 652 4777;;;;NA;;;;;;;;NA
2019-03-20T04:56:19.449Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;countrycode;;;;;NA
2019-03-20T04:56:19.816Z;vleno;Chrome;paste;;+61 096 652 4777;;;;NA;INPUT;text;countrycode;;;;;NA
2019-03-20T04:56:24.921Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;countrycode;096-652-4777;;;;NA
2019-03-20T04:56:28.069Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;D14;NA;;;;vleno@gmail.com;;;;NA
2019-03-20T04:56:28.153Z;;OS-Clipboard;copy;;vleno@gmail.com;;;;NA;;;;;;;;NA
2019-03-20T04:56:29.953Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Email;;;;;NA
2019-03-20T04:56:30.275Z;vleno;Chrome;paste;;vleno@gmail.com;;;;NA;INPUT;text;Email;;;;;NA
2019-03-20T04:56:30.681Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Email;vleno@gmail.com;;;;NA
2019-03-20T04:56:33.483Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;F14;NA;;;;90 Collins St, Melbourne, VIC 3000, Melbourne, Australia;;;;NA
2019-03-20T04:56:36.406Z;;OS-Clipboard;copy;;90 Collins St, Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:56:38.128Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:56:38.313Z;vleno;Chrome;paste;;90 Collins St, Melbourne;;;;NA;INPUT;text;Address_AddressLine1;;;;;NA
2019-03-20T04:56:38.649Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_AddressLine1;90 Collins St, Melbourne;;;;NA
2019-03-20T04:56:42.564Z;;OS-Clipboard;copy;;Melbourne;;;;NA;;;;;;;;NA
2019-03-20T04:56:44.273Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:56:44.516Z;vleno;Chrome;paste;;Melbourne;;;;NA;INPUT;text;Address_City;;;;;NA
2019-03-20T04:56:44.873Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_City;Melbourne;;;;NA
2019-03-20T04:56:48.734Z;;OS-Clipboard;copy;;VIC;;;;NA;;;;;;;;NA
2019-03-20T04:56:50.736Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:56:50.953Z;vleno;Chrome;paste;;VIC;;;;NA;INPUT;text;Address_Region;;;;;NA
2019-03-20T04:56:51.289Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_Region;VIC;;;;NA
2019-03-20T04:56:54.680Z;;OS-Clipboard;copy;;3000;;;;NA;;;;;;;;NA
2019-03-20T04:56:56.336Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:56:56.573Z;vleno;Chrome;paste;;3000;;;;NA;INPUT;text;Address_ZipCode;;;;;NA
2019-03-20T04:56:56.928Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Address_ZipCode;3000;;;;NA
2019-03-20T04:56:59.773Z;;OS-Clipboard;copy;;Australia;;;;NA;;;;;;;;NA
2019-03-20T04:57:03.873Z;vleno;Chrome;editField;;;;;Address_Country;NA;SELECT;select-one;Address_Country;Australia;;;;NA
2019-03-20T04:57:05.008Z;vleno;Chrome;mouseClick;;;;;DecisionBox;NA;INPUT;checkbox;DecisionBox;on;;true;;NA
2019-03-20T04:57:05.009Z;vleno;Chrome;editField;;;;;DecisionBox;NA;INPUT;checkbox;DecisionBox;on;;true;;NA
2019-03-20T04:57:06.354Z;vleno;Chrome;mouseClick;;;;;;NA;BUTTON;submit;;submit;Submit;;;NA
2019-03-20T04:57:07.575Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM/thankyou;;;;;NA;;;;;;;;NA
2019-03-20T04:57:09.362Z;vleno;Chrome;mouseClick;;;;;;NA;B;;;;Add another response;;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;NA
2019-03-20T04:57:09.713Z;vleno;Chrome;link;https://forms.zohopublic.com/universityofmelbourne/form/NewRecord/formperma/RE682jAqAfIkgTwQyjpvH4PZRbCwMXQN4Wf_RqmB9oM;;;;;NA;;;;;;;;NA
2019-03-20T04:57:14.352Z;vleno;Excel;editCell;;;StudentRecords.xlsx;Sheet2;F14;NA;;;;90 Collins St, Melbourne, VIC 3000, Melbourne, Australia;;;;NA
2019-03-20T04:57:14.352Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;A15;NA;;;;William Macdonald;;;;NA
2019-03-20T04:57:14.602Z;;OS-Clipboard;copy;;William Macdonald;;;;NA;;;;;;;;NA
2019-03-20T04:57:16.042Z;vleno;Chrome;paste;;William Macdonald;;;;NA;INPUT;text;Name_First;;;;;NA
2019-03-20T04:57:18.539Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_First;William;;;;NA
2019-03-20T04:57:18.579Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:57:18.896Z;vleno;Chrome;paste;;William Macdonald;;;;NA;INPUT;text;Name_Last;;;;;NA
2019-03-20T04:57:21.880Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;Name_Last;Macdonald;;;;NA
2019-03-20T04:57:25.629Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;B15;NA;;;;19/06/1995;;;;NA
2019-03-20T04:57:25.798Z;;OS-Clipboard;copy;;19/06/1995;;;;NA;;;;;;;;NA
2019-03-20T04:57:27.489Z;vleno;Chrome;mouseClick;;;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:57:27.712Z;vleno;Chrome;paste;;19/06/1995;;;Date-date;NA;INPUT;text;date;;;;;NA
2019-03-20T04:57:31.581Z;vleno;Chrome;editField;;;;;Date-date;NA;INPUT;text;date;19-06-1995;;;;NA
2019-03-20T04:57:35.271Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;E15;NA;;;;Canada;;;;NA
2019-03-20T04:57:35.356Z;;OS-Clipboard;copy;;Canada;;;;NA;;;;;;;;NA
2019-03-20T04:57:36.912Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:57:37.080Z;vleno;Chrome;paste;;Canada;;;;NA;INPUT;text;SingleLine;;;;;NA
2019-03-20T04:57:37.672Z;vleno;Chrome;editField;;;;;;NA;INPUT;text;SingleLine;Canada;;;;NA
2019-03-20T04:57:46.112Z;vleno;Excel;getCell;;;StudentRecords.xlsx;Sheet2;C15;NA;;;;+61 814 239 7588;;;;NA
2019-03-20T04:57:46.164Z;;OS-Clipboard;copy;;+61 814 239 7588;;;;NA;;;;;;;;NA
2019-03-20T04:57:47.969Z;vleno;Chrome;mouseClick;;;;;;NA;INPUT;text;countrycode;;;;;NA
